03/01/00:00 3547.2
03/01/01:00 3676
03/01/02:00 3748.8
03/01/03:00 3786.8
03/01/04:00 4242.4
03/01/05:00 4329.5
03/01/06:00 4530.5
03/01/07:00 4175.4
03/01/08:00 4128.5
03/01/09:00 4162
03/01/10:00 4262.5
03/01/11:00 3800.2
03/01/12:00 3580.8
03/01/13:00 3608.8
03/01/14:00 3670.4
03/01/15:00 3961
03/01/16:00 4021.3
03/01/17:00 4215.6
03/01/18:00 4014.6
03/01/19:00 4028
03/01/20:00 4135.2
03/01/21:00 4222.3
03/01/22:00 4202.2
03/01/23:00 4121.8
